1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,info,ID
4,3,4,5,2,7,7,14,2,5,6,8,6,8,0,8,no_info,362
4,9,5,6,5,6,6,6,4,7,7,11,7,5,2,10,no_info,363
4,6,6,4,3,7,8,3,4,10,6,7,5,8,0,7,no_info,364
4,7,7,5,5,5,11,2,2,8,9,8,7,12,1,8,no_info,365
2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,no_info,366
4,7,7,5,7,9,5,2,1,8,4,8,10,5,2,6,no_info,367
6,11,9,9,7,7,7,8,5,7,5,6,3,7,3,8,no_info,368
5,6,8,4,4,9,6,3,5,9,5,7,8,6,2,8,no_info,369
2,4,4,3,2,6,8,2,4,10,7,8,4,8,0,8,no_info,370
5,6,7,5,7,7,9,4,4,7,5,7,9,8,5,5,no_info,371
5,8,7,6,5,11,5,2,4,9,3,6,7,6,2,8,no_info,372
5,9,6,4,3,7,3,3,2,7,4,10,6,3,2,8,no_info,373
4,4,5,6,3,7,7,12,1,7,9,8,8,6,0,8,no_info,374
2,1,4,2,2,7,11,2,2,7,9,8,5,11,0,8,no_info,375
4,4,7,3,4,7,6,3,4,9,8,9,7,5,2,8,no_info,376
6,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8,no_info,377
8,9,8,6,6,2,10,2,3,10,10,9,7,10,2,7,no_info,378
3,7,5,5,4,7,10,2,3,6,9,8,7,11,1,8,no_info,379
2,1,3,1,2,7,6,6,4,6,7,7,7,6,2,7,no_info,380
4,8,6,6,3,9,8,4,1,7,8,8,8,9,0,8,no_info,381
4,7,6,5,8,9,6,5,2,7,6,8,10,10,2,7,no_info,382
4,7,6,5,3,4,9,4,4,10,10,9,5,8,1,7,no_info,383
6,9,8,7,4,11,8,5,2,6,9,8,8,9,0,8,no_info,384
3,6,4,4,4,7,5,10,0,6,8,8,6,5,0,7,no_info,385
5,4,5,7,3,7,7,15,2,4,6,8,6,8,0,8,no_info,386
6,10,6,7,7,4,10,2,3,9,8,8,7,11,2,7,no_info,387
6,8,9,7,11,9,7,5,5,7,5,8,12,10,9,4,no_info,388
4,7,6,5,4,7,8,4,0,6,9,8,7,12,0,8,no_info,389
6,7,8,5,3,8,8,3,5,10,5,6,6,9,1,7,no_info,390
9,12,9,6,5,4,8,2,4,8,10,8,10,10,2,5,no_info,391
3,6,4,4,3,6,9,6,4,7,6,8,5,9,1,7,no_info,392
8,11,7,6,4,1,9,3,2,11,12,9,7,10,0,6,no_info,393
8,11,11,8,5,9,7,3,6,10,3,5,6,8,2,7,no_info,394
2,3,4,2,1,7,9,3,4,10,7,7,5,8,1,8,no_info,395
4,10,5,8,4,8,7,12,2,6,9,8,8,6,0,8,no_info,396
3,5,6,4,4,7,7,2,4,9,7,8,7,5,1,8,no_info,397
3,7,3,5,3,8,7,11,1,6,9,8,7,6,0,8,no_info,398
7,9,10,7,6,4,6,4,5,11,11,11,9,3,4,6,no_info,399
4,5,4,3,3,3,10,2,2,10,10,8,5,11,1,7,no_info,400
11,14,9,8,4,8,11,5,5,3,6,10,6,10,3,7,no_info,401
5,7,7,5,6,7,7,3,4,9,8,9,7,5,2,8,no_info,402
5,9,6,7,4,7,7,12,2,7,9,8,9,6,0,8,no_info,403
4,6,6,5,5,7,7,4,4,6,5,8,6,8,4,6,no_info,404
5,8,8,6,11,7,7,7,2,7,6,8,15,12,4,11,no_info,405
6,9,9,8,11,10,7,5,5,7,5,8,10,11,9,4,no_info,406
6,8,9,6,7,8,7,2,5,9,6,8,9,6,2,8,no_info,407
6,9,8,8,8,7,7,5,4,7,5,8,7,9,5,7,no_info,408
4,4,6,3,3,10,6,3,4,9,4,7,7,6,2,8,no_info,409
5,9,8,7,5,7,9,2,4,9,5,6,5,9,1,7,no_info,410
4,3,5,5,3,8,7,12,1,6,9,8,8,6,0,8,no_info,411
3,3,4,1,2,5,11,3,2,9,8,7,6,11,1,6,no_info,412
2,3,3,1,2,8,11,2,1,6,9,8,5,11,0,8,no_info,413
5,6,7,4,3,6,8,3,5,11,8,8,5,8,1,8,no_info,414
6,9,6,4,3,1,10,3,3,12,11,9,6,11,0,6,no_info,415
4,3,5,5,3,7,7,12,1,7,9,8,8,6,0,8,no_info,416
4,8,6,6,7,7,8,6,4,7,5,8,6,9,7,7,no_info,417
6,9,8,7,8,8,4,7,3,7,6,7,8,7,6,3,no_info,418
2,2,3,3,2,7,8,5,4,7,6,6,5,8,1,6,no_info,419
7,9,7,4,3,6,10,1,3,8,10,7,7,12,1,7,no_info,420
5,11,6,8,4,9,7,13,2,6,9,8,8,6,0,8,no_info,421
8,10,11,7,5,11,7,3,6,11,0,3,6,9,2,8,no_info,422
3,1,4,2,1,7,7,11,1,7,9,8,7,6,0,8,no_info,423
5,11,8,8,12,10,8,4,2,6,7,8,11,10,4,5,no_info,424
5,8,7,6,6,4,7,3,4,10,10,10,5,6,2,6,no_info,425
11,13,11,7,6,11,11,7,3,4,7,9,10,13,3,6,no_info,426
4,4,5,3,3,4,11,3,2,9,9,8,6,11,1,7,no_info,427
4,2,5,4,3,6,10,2,3,7,9,8,7,11,0,8,no_info,428
5,4,6,3,3,5,11,3,2,9,8,7,7,12,2,6,no_info,429
3,1,3,2,1,8,8,4,0,7,8,8,7,10,0,8,no_info,430
4,8,5,6,3,4,8,5,1,7,8,8,8,10,0,8,no_info,431
4,7,7,5,8,7,7,3,2,7,5,8,8,5,2,7,no_info,432
3,7,4,5,3,7,7,11,1,7,9,8,8,5,0,8,no_info,433
4,4,6,3,4,5,7,3,4,10,10,10,7,7,2,8,no_info,434
4,6,6,4,5,7,7,6,2,8,8,8,6,7,4,8,no_info,435
9,10,9,5,3,3,10,2,2,10,11,8,8,12,0,7,no_info,436
3,1,5,2,2,8,11,3,2,6,9,8,6,11,1,7,no_info,437
6,11,6,8,6,7,7,13,1,6,6,8,5,8,0,8,no_info,438
3,3,5,2,2,6,10,3,4,10,8,7,5,8,0,8,no_info,439
4,10,5,8,6,7,6,10,1,7,8,8,7,5,0,8,no_info,440
5,9,5,7,3,7,7,15,2,4,6,8,6,8,0,8,no_info,441
4,10,6,8,8,7,7,6,3,8,8,7,6,8,4,9,no_info,442
3,7,5,5,5,7,7,6,2,7,8,8,5,8,3,8,no_info,443
2,2,3,3,2,7,8,5,4,7,7,6,5,9,2,5,no_info,444
4,9,6,7,3,8,8,4,1,6,8,8,8,10,0,8,no_info,445
7,13,7,7,3,6,9,4,5,4,5,11,6,11,2,7,no_info,446
5,7,8,5,3,7,8,3,5,10,6,7,6,8,1,7,no_info,447
3,4,4,3,3,7,6,6,4,7,7,10,6,5,1,9,no_info,448
5,9,6,5,3,14,2,4,3,12,1,9,5,4,0,9,no_info,449
5,11,8,8,4,8,8,5,2,7,8,8,9,9,0,8,no_info,450
4,2,6,4,4,8,11,3,2,6,9,8,8,12,1,7,no_info,451
11,11,11,6,5,6,10,5,5,4,4,11,10,12,2,7,no_info,452
8,10,11,9,14,7,7,5,5,6,5,8,11,9,10,9,no_info,453
3,8,4,6,3,7,6,11,1,7,9,8,8,6,0,8,no_info,454
5,9,7,7,4,8,7,3,5,10,5,6,6,8,1,7,no_info,455
4,5,6,4,4,8,6,2,4,9,6,8,7,5,2,8,no_info,456
4,4,6,6,3,4,8,5,1,7,8,8,8,9,0,8,no_info,457
4,2,5,3,4,8,6,6,4,7,7,9,9,5,2,8,no_info,458
4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,8,no_info,459
6,10,8,8,6,7,9,5,5,7,6,6,7,7,3,7,no_info,460
3,7,4,5,3,7,7,11,1,7,9,8,8,5,0,8,no_info,461
1,0,2,0,1,7,6,9,0,7,8,8,6,6,0,8,no_info,462
5,5,7,4,4,7,6,6,6,6,7,7,9,7,3,6,no_info,463
4,11,5,8,4,7,7,12,2,7,9,8,8,6,0,8,no_info,464
6,9,5,5,2,4,8,4,6,4,4,11,5,9,2,7,no_info,465
6,9,8,7,9,7,7,3,5,8,6,7,6,9,7,5,no_info,466
4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,8,no_info,467
5,11,7,8,4,7,7,5,2,7,8,8,9,9,0,8,no_info,468
6,10,8,8,4,4,8,5,2,7,9,8,9,9,0,8,no_info,469
7,11,9,8,11,7,8,6,4,7,6,8,8,10,9,11,no_info,470
7,10,7,8,7,4,11,2,2,9,8,7,7,12,2,6,no_info,471
6,8,8,7,10,7,7,5,5,6,5,8,10,8,8,10,no_info,472
4,4,5,3,3,4,11,3,2,9,9,7,6,12,1,6,no_info,473
2,1,3,2,1,7,6,10,1,7,9,8,7,6,0,8,no_info,474
3,5,4,4,4,8,6,6,4,7,7,8,7,5,2,7,no_info,475
1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,no_info,476
2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,no_info,477
6,7,6,5,6,7,10,4,2,8,6,6,8,12,4,5,no_info,478
4,2,5,4,3,7,9,5,5,7,6,6,7,8,3,7,no_info,479
4,6,6,4,3,9,8,4,1,7,8,8,8,9,0,8,no_info,480
4,6,7,4,6,7,8,3,4,8,7,7,6,9,5,4,no_info,481
3,3,4,2,2,4,11,3,2,9,9,7,6,11,1,7,no_info,482
5,6,8,4,5,7,6,2,5,9,7,8,8,6,2,8,no_info,483
4,8,6,6,5,8,8,4,1,6,9,8,7,11,0,8,no_info,484
5,6,7,4,3,7,8,3,5,10,6,7,5,8,1,7,no_info,485
7,10,9,7,6,4,8,5,1,7,9,8,8,10,0,8,no_info,486
5,10,8,7,10,12,4,3,1,9,4,9,10,6,3,8,no_info,487
4,7,7,5,9,8,7,3,3,8,4,7,10,5,2,6,no_info,488
5,5,5,7,3,7,7,15,2,4,6,8,6,8,0,8,no_info,489
5,10,6,8,4,8,7,13,2,6,9,8,8,6,0,8,no_info,490
1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8,no_info,491
4,8,6,6,4,8,6,9,5,4,4,5,4,6,3,8,no_info,492
9,10,8,7,6,5,10,3,3,9,8,7,10,11,4,5,no_info,493
3,6,5,4,3,4,9,3,3,10,10,9,5,8,0,8,no_info,494
2,3,4,2,2,8,9,3,4,10,4,5,5,9,1,7,no_info,495
6,6,6,4,4,7,11,5,2,8,6,6,7,12,2,6,no_info,496
4,4,5,6,2,7,7,15,2,4,6,8,6,8,0,8,no_info,497
3,4,4,3,3,8,6,6,4,6,7,8,7,5,2,7,no_info,498
2,3,4,2,1,5,9,3,3,10,8,8,5,8,0,7,no_info,499
5,9,7,7,7,10,11,2,2,6,8,7,9,13,2,8,no_info,500
4,10,6,8,4,8,8,6,5,6,6,6,6,9,2,5,no_info,501
5,5,8,4,4,10,5,3,5,9,3,7,10,7,3,9,no_info,502
3,4,4,3,3,6,10,4,2,8,7,7,6,11,1,6,no_info,503
4,4,5,2,3,7,11,3,2,6,9,8,7,11,0,8,no_info,504
3,7,5,5,5,9,6,6,4,6,7,6,7,5,2,6,no_info,505
4,4,5,2,3,4,11,3,2,10,9,8,6,11,1,6,no_info,506
6,10,8,8,7,6,7,3,5,9,9,9,8,6,2,7,no_info,507
2,0,3,1,1,7,6,10,0,7,9,8,7,6,0,8,no_info,508
2,0,2,0,1,7,8,4,0,7,8,8,6,9,0,8,no_info,509
3,6,4,4,3,7,7,12,1,7,6,8,5,9,0,8,no_info,510
7,7,9,6,10,7,7,5,5,7,6,8,9,9,9,8,no_info,511
2,1,2,1,1,7,7,11,1,5,6,8,4,8,0,8,no_info,512
2,4,3,3,2,7,8,5,4,7,6,6,4,8,1,6,no_info,513
10,11,10,8,8,2,11,2,3,10,11,9,7,10,2,6,no_info,514
7,12,7,6,3,8,10,5,4,4,6,9,6,10,3,6,no_info,515
3,5,5,4,2,7,8,3,5,10,6,7,5,8,1,7,no_info,516
4,7,4,5,3,7,7,12,1,7,9,8,8,6,0,8,no_info,517
11,12,10,6,4,4,10,2,3,9,11,8,9,12,1,6,no_info,518
5,11,6,9,3,7,7,15,2,4,6,8,6,8,0,8,no_info,519
6,10,7,8,7,8,5,11,0,7,9,8,10,5,3,7,no_info,520
2,2,3,4,2,7,8,5,4,7,7,7,5,9,2,6,no_info,521
2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,no_info,522
10,14,12,8,5,12,5,3,4,13,1,6,6,7,0,8,no_info,523
12,15,11,8,5,6,10,2,3,7,10,7,10,12,1,6,no_info,524
3,1,3,1,1,8,6,11,0,7,9,8,7,6,0,8,no_info,525
3,1,4,2,1,7,8,4,0,7,8,8,7,9,0,8,no_info,526
5,2,7,4,5,8,6,6,5,6,7,7,10,6,3,6,no_info,527
6,10,7,5,4,7,8,3,4,6,9,6,9,9,2,6,no_info,528
2,1,2,1,1,8,6,10,0,6,9,8,6,6,0,8,no_info,529
2,4,3,3,3,8,6,6,4,6,7,6,6,6,2,6,no_info,530
5,5,6,7,3,7,7,15,2,4,6,8,6,8,0,8,no_info,531
4,7,5,5,6,7,7,7,4,6,5,8,6,9,7,8,no_info,532
3,6,5,4,3,7,10,2,2,7,9,8,6,11,0,8,no_info,533
4,7,6,5,4,7,9,6,5,7,6,6,5,9,1,6,no_info,534
1,0,2,0,1,8,8,4,0,7,8,8,5,10,0,8,no_info,535
3,3,3,4,2,8,6,11,1,6,9,8,7,6,0,8,no_info,536
1,3,3,2,1,6,8,3,3,10,7,8,4,8,0,7,no_info,537
5,8,8,6,5,3,7,4,5,11,12,11,6,9,3,7,no_info,538
3,7,4,5,3,8,7,11,1,6,9,8,8,6,0,8,no_info,539
6,11,8,8,8,5,9,3,4,9,8,9,9,8,7,3,no_info,540
6,9,8,6,7,7,7,6,3,5,8,9,11,8,6,4,no_info,541
6,10,8,7,5,8,9,2,5,9,4,6,5,9,1,7,no_info,542
6,10,9,8,8,5,12,2,2,8,8,9,9,14,2,8,no_info,543
5,8,8,6,3,3,9,4,4,11,11,10,5,8,1,7,no_info,544
6,7,8,5,4,11,7,3,6,10,1,4,5,9,1,7,no_info,545
2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,no_info,546
7,11,8,8,4,7,7,13,2,7,10,8,9,6,0,8,no_info,547
5,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8,no_info,548
3,5,6,4,3,9,8,3,5,10,3,5,5,9,1,8,no_info,549
6,6,6,4,4,2,11,2,2,10,10,8,6,11,1,7,no_info,550
6,10,7,8,4,7,7,13,2,7,9,8,9,6,0,8,no_info,551
3,3,4,1,2,8,6,6,4,6,7,8,6,5,2,7,no_info,552
4,7,6,5,5,9,7,2,4,9,6,7,7,5,2,7,no_info,553
4,5,6,5,5,7,8,5,4,7,5,7,6,9,5,3,no_info,554
9,11,9,6,5,5,8,2,4,7,9,7,10,10,2,5,no_info,555
4,3,4,4,2,7,7,12,1,7,9,8,8,6,0,8,no_info,556
4,4,5,3,2,4,10,3,2,9,9,7,6,11,1,7,no_info,557
5,5,5,8,3,7,7,15,2,4,6,8,6,8,0,8,no_info,558
4,4,7,3,4,7,5,3,4,10,8,9,7,5,2,8,no_info,559
8,12,10,7,5,9,4,3,2,10,2,9,10,1,1,8,no_info,560
7,9,10,7,7,3,7,4,5,10,11,11,10,6,4,7,no_info,561
4,7,5,5,4,8,8,13,1,6,6,7,6,8,1,10,no_info,562
7,9,8,4,3,9,6,4,4,13,2,7,6,8,0,7,no_info,563
9,13,9,7,5,5,9,2,2,7,10,8,10,12,1,6,no_info,564
8,15,7,8,4,7,9,4,7,4,4,9,5,8,2,8,no_info,565
5,7,5,5,5,5,9,3,3,9,7,7,6,11,3,6,no_info,566
7,11,10,8,13,11,5,3,3,9,4,8,11,8,4,8,no_info,567
4,5,6,3,4,6,11,2,2,7,9,8,8,11,1,8,no_info,568
2,3,4,1,2,5,6,3,4,10,10,10,4,7,1,7,no_info,569
5,7,7,6,8,5,7,5,4,6,5,8,11,7,5,9,no_info,570
3,1,5,3,3,7,11,3,2,6,9,8,7,11,0,8,no_info,571
3,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,no_info,572
4,2,6,4,4,8,11,2,2,6,9,8,9,13,1,7,no_info,573
1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,no_info,574
7,10,10,8,6,10,5,2,5,9,4,7,8,6,2,9,no_info,575
4,6,6,4,5,4,10,2,4,8,7,9,6,7,4,5,no_info,576
3,3,5,2,3,8,6,6,4,7,7,8,7,5,2,7,no_info,577
6,10,6,8,6,1,10,2,3,10,10,9,6,10,1,7,no_info,578
6,11,9,9,10,9,7,5,5,6,7,6,10,9,3,6,no_info,579
3,8,4,6,3,7,7,11,1,7,9,8,8,5,0,8,no_info,580
4,10,5,8,6,7,5,11,1,7,9,8,9,5,2,8,no_info,581
7,9,9,7,7,6,6,3,5,10,9,9,10,7,3,8,no_info,582
5,7,8,5,7,8,7,2,4,9,6,7,7,5,2,7,no_info,583
4,5,5,4,3,4,10,3,2,9,9,7,6,11,1,6,no_info,584
6,8,9,7,9,6,7,4,4,6,5,8,8,9,5,8,no_info,585
4,7,4,5,3,8,7,12,1,6,6,8,5,8,0,9,no_info,586
5,11,7,8,9,8,9,7,4,7,7,8,8,8,9,5,no_info,587
5,7,7,5,4,4,10,3,4,10,10,9,5,8,1,8,no_info,588
4,7,6,5,4,5,9,3,4,10,9,8,5,8,1,8,no_info,589
5,9,7,6,4,6,9,6,5,8,7,8,5,8,1,7,no_info,590
4,6,6,4,3,7,8,3,5,10,6,7,5,8,1,7,no_info,591
4,2,5,4,4,8,6,6,4,6,7,8,8,6,2,7,no_info,592
6,9,8,7,4,6,8,3,4,10,8,8,5,8,1,7,no_info,593
5,9,5,6,6,7,5,11,0,7,8,8,7,5,1,9,no_info,594
4,5,4,3,3,7,8,5,5,7,7,6,6,9,3,6,no_info,595
3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6,no_info,596
5,9,8,6,6,7,10,2,3,7,9,8,8,11,1,8,no_info,597
6,9,8,7,8,7,7,5,5,6,7,8,9,7,3,7,no_info,598
6,10,9,8,7,10,6,2,5,9,4,7,8,6,2,8,no_info,599
5,5,7,4,5,8,6,6,5,7,7,8,8,6,2,8,no_info,600
5,10,7,8,4,11,8,5,2,6,9,8,8,10,0,8,no_info,601
2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8,no_info,602
6,10,6,8,4,7,7,12,2,7,9,8,9,6,0,8,no_info,603
4,5,5,4,3,7,11,3,2,6,9,8,7,11,0,8,no_info,604
4,10,5,8,3,7,7,14,2,4,6,8,6,8,0,8,no_info,605
3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8,no_info,606
3,4,4,2,2,6,11,3,2,8,7,7,6,11,1,6,no_info,607
6,8,8,6,4,9,9,3,5,10,3,5,5,9,1,7,no_info,608
3,1,4,3,3,8,6,6,4,7,7,8,7,6,2,7,no_info,609
3,3,5,4,2,9,8,4,1,7,8,8,8,9,0,8,no_info,610
7,9,9,8,9,8,7,5,4,7,5,7,7,9,6,5,no_info,611
6,9,6,6,6,3,11,2,3,10,10,8,6,11,2,7,no_info,612
3,4,6,3,3,7,6,3,4,9,7,8,7,5,1,8,no_info,613
9,11,9,9,7,7,11,4,3,8,6,6,11,13,4,4,no_info,614
5,11,7,8,9,8,7,6,2,7,8,8,6,8,4,8,no_info,615
7,8,7,6,6,4,12,3,2,9,8,7,6,12,2,6,no_info,616
7,8,10,6,7,11,6,2,5,9,3,6,9,8,2,9,no_info,617
4,2,5,4,3,7,8,5,5,7,7,7,5,9,2,6,no_info,618
3,4,5,3,3,9,6,3,4,9,5,7,6,5,1,8,no_info,619
3,6,4,4,3,9,10,2,2,6,9,8,6,11,1,8,no_info,620
10,12,8,6,4,4,8,4,6,3,2,12,6,11,2,7,no_info,621
5,7,7,5,4,5,8,5,1,8,10,9,8,11,0,8,no_info,622
4,9,6,6,3,6,8,4,2,7,8,8,8,10,0,8,no_info,623
7,9,6,4,3,4,9,4,7,3,3,11,5,9,2,8,no_info,624
4,5,5,7,4,8,7,12,2,6,9,8,8,6,0,8,no_info,625
6,7,9,5,6,9,6,2,5,9,5,7,8,4,2,8,no_info,626
7,11,11,8,8,7,6,3,5,9,8,9,8,6,2,8,no_info,627
5,6,8,4,5,8,6,2,5,9,6,8,7,5,2,8,no_info,628
4,10,5,8,6,7,5,11,1,7,9,8,8,6,1,9,no_info,629
4,3,4,2,2,4,11,3,2,9,9,7,6,11,1,6,no_info,630
3,7,5,5,3,5,10,6,4,7,7,9,5,9,1,8,no_info,631
7,11,9,8,10,8,7,6,3,6,8,8,6,8,5,7,no_info,632
5,8,8,6,7,7,6,5,5,7,7,11,14,6,2,10,no_info,633
7,10,9,8,9,9,7,6,5,6,7,6,11,8,4,5,no_info,634
6,6,6,4,4,5,11,3,2,9,7,7,7,12,2,6,no_info,635
4,5,6,4,6,6,8,5,3,6,5,8,9,7,4,8,no_info,636
3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,no_info,637
6,11,10,8,6,5,10,2,3,8,9,9,8,11,1,8,no_info,638
6,5,8,7,4,4,8,5,2,7,9,8,9,9,0,8,no_info,639
5,11,6,8,4,7,7,12,2,7,9,8,9,6,0,8,no_info,640
6,7,6,5,4,6,11,4,2,8,7,6,6,12,2,5,no_info,641
7,7,10,6,10,8,8,5,5,7,5,8,9,8,9,6,no_info,642
5,11,8,8,4,4,8,5,2,7,9,8,8,10,0,8,no_info,643
3,4,5,2,2,9,7,3,4,10,3,5,5,9,1,7,no_info,644
2,1,2,2,1,7,8,4,0,7,8,8,6,10,0,8,no_info,645
6,9,8,7,12,10,7,5,2,7,7,8,11,10,3,5,no_info,646
5,7,7,5,4,7,9,2,5,10,5,6,5,9,1,7,no_info,647
4,5,5,4,3,7,8,5,5,8,7,7,7,9,3,5,no_info,648
6,6,6,4,4,3,11,2,3,10,10,8,7,11,1,7,no_info,649
5,9,7,7,8,8,8,6,3,6,8,8,6,7,4,7,no_info,650
3,2,4,3,3,7,8,5,4,7,6,6,5,9,2,6,no_info,651
2,1,2,2,1,7,9,5,4,7,6,7,4,8,1,6,no_info,652
6,10,9,8,4,3,9,4,4,11,11,10,6,7,1,8,no_info,653
5,10,7,5,3,8,7,2,4,12,8,8,5,8,0,8,no_info,654
3,3,5,2,3,7,6,3,4,9,7,8,7,5,1,8,no_info,655
3,7,5,5,5,7,7,3,4,8,8,8,6,9,4,5,no_info,656
7,10,10,8,10,6,8,3,4,8,8,9,8,10,7,4,no_info,657
5,9,8,7,6,4,7,3,4,10,10,10,8,6,3,7,no_info,658
5,8,6,6,3,7,7,12,2,7,9,8,8,6,0,8,no_info,659
8,10,11,7,9,5,7,3,5,9,9,9,9,7,3,8,no_info,660
4,8,5,6,4,7,7,13,1,6,6,8,5,8,0,8,no_info,661
4,7,6,5,4,7,9,6,5,7,6,6,6,9,1,6,no_info,662
7,9,7,4,3,5,10,2,2,9,10,8,8,12,0,7,no_info,663
8,9,11,6,9,8,6,2,5,9,7,8,8,6,2,8,no_info,664
2,1,3,2,2,7,9,6,5,8,7,6,5,9,1,6,no_info,665
4,1,5,2,3,8,6,6,4,7,7,8,8,6,3,6,no_info,666
4,7,5,5,5,8,7,5,5,6,6,5,8,7,2,6,no_info,667
5,9,6,6,5,7,7,9,5,6,4,5,5,8,5,11,no_info,668
3,4,5,2,3,9,6,3,4,8,5,7,7,5,1,8,no_info,669
5,10,5,8,5,7,7,12,1,6,6,8,6,7,1,10,no_info,670
6,9,8,6,8,6,6,6,5,7,7,11,11,5,2,9,no_info,671
6,7,9,5,5,8,6,2,5,9,6,7,8,6,2,8,no_info,672
8,10,8,8,6,5,10,3,3,9,8,7,8,11,3,6,no_info,673
5,11,7,8,8,9,7,5,4,6,7,5,9,7,3,5,no_info,674
5,8,7,7,7,8,8,5,5,8,5,6,6,10,7,2,no_info,675
3,3,5,5,3,6,8,4,1,7,8,8,8,9,0,8,no_info,676
8,10,11,8,9,12,6,2,5,9,3,6,10,4,2,8,no_info,677
2,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,no_info,678
4,7,5,5,3,5,8,5,1,7,8,8,8,9,0,8,no_info,679
5,9,7,6,5,9,8,6,6,6,5,4,7,11,3,5,no_info,680
4,6,5,4,3,7,9,2,4,9,7,7,5,8,1,8,no_info,681
5,10,8,8,5,5,10,3,4,9,9,8,5,9,1,7,no_info,682
3,2,5,3,3,5,11,3,2,8,9,9,7,11,0,8,no_info,683
4,9,5,6,3,7,7,12,1,7,9,8,8,6,0,8,no_info,684
4,5,7,3,4,8,6,3,4,9,6,8,8,6,2,8,no_info,685
4,4,5,6,3,7,7,12,1,7,9,8,8,6,0,8,no_info,686
8,12,8,6,5,2,9,2,3,9,11,9,8,11,1,5,no_info,687
4,8,4,6,2,7,7,14,2,4,6,8,6,8,0,8,no_info,688
3,8,5,6,4,7,8,6,5,7,6,7,5,9,1,6,no_info,689
5,7,6,6,6,8,9,4,4,7,4,7,6,8,5,5,no_info,690
5,9,7,6,4,8,8,7,6,7,6,4,6,9,2,6,no_info,691
4,4,5,6,3,7,7,12,1,7,9,8,8,6,0,8,no_info,692
3,4,4,3,3,8,6,6,3,7,7,8,7,5,2,7,no_info,693
3,6,5,4,2,10,8,5,1,7,9,8,7,10,0,8,no_info,694
4,6,6,4,3,7,8,4,1,7,8,8,8,9,0,8,no_info,695
6,9,8,7,5,8,9,2,5,9,5,6,6,9,1,7,no_info,696
5,8,8,6,7,6,8,3,4,8,7,9,7,8,5,5,no_info,697
10,14,11,8,5,13,1,5,3,13,1,9,6,3,1,9,no_info,698
7,9,7,4,3,6,10,2,2,8,10,7,8,12,1,7,no_info,699
2,1,3,2,1,8,8,4,0,7,8,8,6,10,0,8,no_info,700
5,10,8,8,11,9,8,5,2,6,7,8,11,10,4,5,no_info,701
8,9,8,7,8,7,11,4,3,8,6,6,10,12,4,5,no_info,702
5,6,7,6,8,6,8,6,5,6,6,8,7,8,8,10,no_info,703
3,3,3,1,2,5,10,3,2,9,8,7,5,11,1,6,no_info,704
5,7,7,6,9,7,8,4,3,7,6,7,10,8,5,5,no_info,705
3,7,6,5,4,7,11,2,2,6,9,8,7,11,1,8,no_info,706
10,13,10,8,5,10,11,7,4,4,6,9,8,12,3,7,no_info,707
6,7,8,6,8,8,8,4,4,7,6,7,10,8,5,5,no_info,708
11,13,11,7,5,10,11,6,3,4,10,7,10,12,1,6,no_info,709
4,10,5,8,4,7,7,12,2,7,9,8,8,6,0,8,no_info,710
10,10,9,8,9,4,11,3,3,9,8,7,8,12,2,6,no_info,711
6,11,8,8,11,7,8,6,4,7,6,8,6,9,8,8,no_info,712
1,0,2,0,0,7,8,3,0,7,8,8,5,9,0,8,no_info,713
3,2,5,4,4,9,6,6,4,6,7,6,7,6,2,5,no_info,714
4,8,4,6,3,8,7,12,1,6,9,8,8,6,0,8,no_info,715
5,10,8,8,7,4,11,2,2,9,9,9,8,12,2,8,no_info,716
4,7,6,5,6,7,8,6,4,7,6,8,5,9,7,7,no_info,717
2,0,2,0,1,7,8,4,0,7,8,8,6,9,0,8,no_info,718
4,8,6,6,4,7,9,2,4,9,5,6,5,9,1,7,no_info,719
4,9,4,7,5,7,5,10,0,7,9,8,7,5,0,8,no_info,720
4,8,4,6,2,7,7,14,2,4,6,8,6,8,0,8,no_info,721
6,10,8,8,6,4,10,2,3,9,9,9,6,7,1,7,no_info,722
8,13,10,7,4,5,9,4,4,13,10,9,6,9,0,9,no_info,723
6,5,8,4,7,7,8,4,4,7,5,8,11,8,5,6,no_info,724
5,8,5,6,4,2,10,2,3,10,11,9,6,10,1,7,no_info,725
6,7,8,5,6,6,7,3,4,9,8,9,8,6,3,8,no_info,726
5,8,7,6,3,7,8,5,2,7,8,8,9,9,0,8,no_info,727
3,3,4,2,3,7,6,6,4,6,7,8,7,5,2,8,no_info,728
