0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,titok,info,ID
W,5,8,7,6,3,5,8,5,1,7,8,8,8,9,0,8,ok,no_info,318
M,6,9,9,6,10,10,3,3,2,9,4,8,11,5,3,7,ok,no_info,319
N,6,9,5,4,2,9,11,5,4,4,6,10,5,11,3,7,ok,no_info,320
M,4,5,7,3,4,7,6,3,4,9,7,8,7,5,2,8,ok,no_info,321
N,6,10,9,7,5,6,10,5,4,8,7,9,7,7,2,8,ok,no_info,322
M,5,10,6,8,4,7,7,12,2,8,9,8,8,6,0,8,ok,no_info,323
W,7,7,7,5,6,4,11,2,2,10,9,7,7,11,2,6,ok,no_info,324
N,6,8,9,6,5,4,10,3,4,10,10,8,5,8,1,8,ok,no_info,325
N,2,1,3,2,2,7,8,5,4,7,6,6,4,8,1,6,ok,no_info,326
M,5,11,8,8,8,9,7,5,5,6,7,5,10,8,3,5,ok,no_info,327
W,3,5,5,3,3,5,11,2,2,8,9,9,6,10,0,8,ok,no_info,328
M,5,10,5,8,4,7,7,12,2,7,9,8,8,6,0,8,ok,no_info,329
N,3,7,5,5,3,4,10,3,3,10,10,9,5,8,1,7,ok,no_info,330
N,6,7,8,5,4,9,7,3,5,10,2,5,5,9,1,7,ok,no_info,331
N,4,11,4,8,5,8,7,12,1,6,6,7,5,8,0,9,ok,no_info,332
W,8,14,8,8,6,4,8,1,3,8,9,8,10,11,2,6,ok,no_info,333
M,6,11,9,8,10,7,10,6,4,7,7,8,6,8,6,8,ok,no_info,334
W,11,14,12,8,7,8,9,3,4,6,9,6,11,8,2,6,ok,no_info,335
M,6,8,9,6,10,6,8,4,3,7,4,8,14,3,4,7,ok,no_info,336
M,1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8,ok,no_info,337
N,10,12,8,6,4,9,11,6,5,3,5,10,6,9,2,7,ok,no_info,338
M,4,9,6,7,6,8,6,6,4,7,7,8,8,5,2,7,ok,no_info,339
M,4,10,5,8,4,7,7,12,2,7,9,8,8,6,0,8,ok,no_info,340
N,6,8,8,6,4,10,8,3,6,10,2,4,5,9,1,7,ok,no_info,341
W,2,1,3,2,2,5,10,3,2,8,9,9,5,11,0,8,ok,no_info,342
M,5,10,6,5,3,10,2,1,3,9,3,9,5,4,1,9,ok,no_info,343
M,6,5,6,8,4,7,7,13,2,7,9,8,9,6,0,8,ok,no_info,344
M,2,1,3,2,2,7,6,6,4,6,7,8,6,5,1,8,ok,no_info,345
N,3,5,3,3,2,7,8,5,5,7,6,6,5,10,2,5,ok,no_info,346
W,3,2,5,4,3,7,11,2,2,7,9,8,7,11,0,8,ok,no_info,347
M,6,11,9,8,9,9,7,5,5,6,7,5,11,8,4,6,ok,no_info,348
M,4,2,5,3,4,9,6,6,4,6,7,6,9,6,3,6,ok,no_info,349
N,2,1,2,1,1,7,7,12,1,5,6,8,5,8,0,8,ok,no_info,350
N,5,11,6,8,6,8,8,13,1,6,6,8,6,8,1,10,ok,no_info,351
N,4,11,5,8,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,352
W,4,7,6,5,4,6,11,2,3,7,9,9,8,11,1,8,ok,no_info,353
N,2,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,ok,no_info,354
N,6,7,8,5,4,7,9,2,5,10,5,6,5,9,1,7,ok,no_info,355
M,6,8,10,6,7,4,7,3,5,11,10,11,9,8,4,7,ok,no_info,356
W,3,7,5,5,3,6,8,4,1,7,8,8,8,9,0,8,ok,no_info,357
N,3,7,4,5,2,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,358
N,8,10,7,6,3,7,10,5,5,4,5,10,6,11,3,7,ok,no_info,359
N,3,7,4,5,3,5,9,6,4,8,7,9,5,8,1,7,ok,no_info,360
M,4,3,5,4,4,8,6,6,4,6,7,8,9,5,3,6,ok,no_info,361
N,4,3,4,5,2,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,362
M,4,9,5,6,5,6,6,6,4,7,7,11,7,5,2,10,ok,no_info,363
N,4,6,6,4,3,7,8,3,4,10,6,7,5,8,0,7,ok,no_info,364
W,4,7,7,5,5,5,11,2,2,8,9,8,7,12,1,8,ok,no_info,365
M,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,ok,no_info,366
M,4,7,7,5,7,9,5,2,1,8,4,8,10,5,2,6,ok,no_info,367
N,6,11,9,9,7,7,7,8,5,7,5,6,3,7,3,8,ok,no_info,368
M,5,6,8,4,4,9,6,3,5,9,5,7,8,6,2,8,ok,no_info,369
N,2,4,4,3,2,6,8,2,4,10,7,8,4,8,0,8,ok,no_info,370
M,5,6,7,5,7,7,9,4,4,7,5,7,9,8,5,5,ok,no_info,371
M,5,8,7,6,5,11,5,2,4,9,3,6,7,6,2,8,ok,no_info,372
M,5,9,6,4,3,7,3,3,2,7,4,10,6,3,2,8,ok,no_info,373
M,4,4,5,6,3,7,7,12,1,7,9,8,8,6,0,8,ok,no_info,374
W,2,1,4,2,2,7,11,2,2,7,9,8,5,11,0,8,ok,no_info,375
M,4,4,7,3,4,7,6,3,4,9,8,9,7,5,2,8,ok,no_info,376
N,6,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,377
W,8,9,8,6,6,2,10,2,3,10,10,9,7,10,2,7,ok,no_info,378
W,3,7,5,5,4,7,10,2,3,6,9,8,7,11,1,8,ok,no_info,379
M,2,1,3,1,2,7,6,6,4,6,7,7,7,6,2,7,ok,no_info,380
W,4,8,6,6,3,9,8,4,1,7,8,8,8,9,0,8,ok,no_info,381
W,4,7,6,5,8,9,6,5,2,7,6,8,10,10,2,7,ok,no_info,382
N,4,7,6,5,3,4,9,4,4,10,10,9,5,8,1,7,ok,no_info,383
W,6,9,8,7,4,11,8,5,2,6,9,8,8,9,0,8,ok,no_info,384
M,3,6,4,4,4,7,5,10,0,6,8,8,6,5,0,7,ok,no_info,385
N,5,4,5,7,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,386
W,6,10,6,7,7,4,10,2,3,9,8,8,7,11,2,7,ok,no_info,387
W,6,8,9,7,11,9,7,5,5,7,5,8,12,10,9,4,ok,no_info,388
W,4,7,6,5,4,7,8,4,0,6,9,8,7,12,0,8,ok,no_info,389
N,6,7,8,5,3,8,8,3,5,10,5,6,6,9,1,7,ok,no_info,390
W,9,12,9,6,5,4,8,2,4,8,10,8,10,10,2,5,ok,no_info,391
N,3,6,4,4,3,6,9,6,4,7,6,8,5,9,1,7,ok,no_info,392
W,8,11,7,6,4,1,9,3,2,11,12,9,7,10,0,6,ok,no_info,393
N,8,11,11,8,5,9,7,3,6,10,3,5,6,8,2,7,ok,no_info,394
N,2,3,4,2,1,7,9,3,4,10,7,7,5,8,1,8,ok,no_info,395
M,4,10,5,8,4,8,7,12,2,6,9,8,8,6,0,8,ok,no_info,396
M,3,5,6,4,4,7,7,2,4,9,7,8,7,5,1,8,ok,no_info,397
M,3,7,3,5,3,8,7,11,1,6,9,8,7,6,0,8,ok,no_info,398
M,7,9,10,7,6,4,6,4,5,11,11,11,9,3,4,6,ok,no_info,399
W,4,5,4,3,3,3,10,2,2,10,10,8,5,11,1,7,ok,no_info,400
N,11,14,9,8,4,8,11,5,5,3,6,10,6,10,3,7,ok,no_info,401
M,5,7,7,5,6,7,7,3,4,9,8,9,7,5,2,8,ok,no_info,402
M,5,9,6,7,4,7,7,12,2,7,9,8,9,6,0,8,ok,no_info,403
N,4,6,6,5,5,7,7,4,4,6,5,8,6,8,4,6,ok,no_info,404
W,5,8,8,6,11,7,7,7,2,7,6,8,15,12,4,11,ok,no_info,405
W,6,9,9,8,11,10,7,5,5,7,5,8,10,11,9,4,ok,no_info,406
M,6,8,9,6,7,8,7,2,5,9,6,8,9,6,2,8,ok,no_info,407
N,6,9,8,8,8,7,7,5,4,7,5,8,7,9,5,7,ok,no_info,408
M,4,4,6,3,3,10,6,3,4,9,4,7,7,6,2,8,ok,no_info,409
N,5,9,8,7,5,7,9,2,4,9,5,6,5,9,1,7,ok,no_info,410
M,4,3,5,5,3,8,7,12,1,6,9,8,8,6,0,8,ok,no_info,411
W,3,3,4,1,2,5,11,3,2,9,8,7,6,11,1,6,ok,no_info,412
W,2,3,3,1,2,8,11,2,1,6,9,8,5,11,0,8,ok,no_info,413
N,5,6,7,4,3,6,8,3,5,11,8,8,5,8,1,8,ok,no_info,414
W,6,9,6,4,3,1,10,3,3,12,11,9,6,11,0,6,ok,no_info,415
M,4,3,5,5,3,7,7,12,1,7,9,8,8,6,0,8,ok,no_info,416
M,4,8,6,6,7,7,8,6,4,7,5,8,6,9,7,7,ok,no_info,417
W,6,9,8,7,8,8,4,7,3,7,6,7,8,7,6,3,ok,no_info,418
N,2,2,3,3,2,7,8,5,4,7,6,6,5,8,1,6,ok,no_info,419
W,7,9,7,4,3,6,10,1,3,8,10,7,7,12,1,7,ok,no_info,420
M,5,11,6,8,4,9,7,13,2,6,9,8,8,6,0,8,ok,no_info,421
N,8,10,11,7,5,11,7,3,6,11,0,3,6,9,2,8,ok,no_info,422
M,3,1,4,2,1,7,7,11,1,7,9,8,7,6,0,8,ok,no_info,423
W,5,11,8,8,12,10,8,4,2,6,7,8,11,10,4,5,ok,no_info,424
M,5,8,7,6,6,4,7,3,4,10,10,10,5,6,2,6,ok,no_info,425
M,11,13,11,7,6,11,11,7,3,4,7,9,10,13,3,6,ok,no_info,426
W,4,4,5,3,3,4,11,3,2,9,9,8,6,11,1,7,ok,no_info,427
W,4,2,5,4,3,6,10,2,3,7,9,8,7,11,0,8,ok,no_info,428
W,5,4,6,3,3,5,11,3,2,9,8,7,7,12,2,6,ok,no_info,429
W,3,1,3,2,1,8,8,4,0,7,8,8,7,10,0,8,ok,no_info,430
W,4,8,5,6,3,4,8,5,1,7,8,8,8,10,0,8,ok,no_info,431
M,4,7,7,5,8,7,7,3,2,7,5,8,8,5,2,7,ok,no_info,432
M,3,7,4,5,3,7,7,11,1,7,9,8,8,5,0,8,ok,no_info,433
M,4,4,6,3,4,5,7,3,4,10,10,10,7,7,2,8,ok,no_info,434
W,4,6,6,4,5,7,7,6,2,8,8,8,6,7,4,8,ok,no_info,435
W,9,10,9,5,3,3,10,2,2,10,11,8,8,12,0,7,ok,no_info,436
W,3,1,5,2,2,8,11,3,2,6,9,8,6,11,1,7,ok,no_info,437
N,6,11,6,8,6,7,7,13,1,6,6,8,5,8,0,8,ok,no_info,438
N,3,3,5,2,2,6,10,3,4,10,8,7,5,8,0,8,ok,no_info,439
M,4,10,5,8,6,7,6,10,1,7,8,8,7,5,0,8,ok,no_info,440
N,5,9,5,7,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,441
W,4,10,6,8,8,7,7,6,3,8,8,7,6,8,4,9,ok,no_info,442
W,3,7,5,5,5,7,7,6,2,7,8,8,5,8,3,8,ok,no_info,443
N,2,2,3,3,2,7,8,5,4,7,7,6,5,9,2,5,ok,no_info,444
W,4,9,6,7,3,8,8,4,1,6,8,8,8,10,0,8,ok,no_info,445
N,7,13,7,7,3,6,9,4,5,4,5,11,6,11,2,7,ok,no_info,446
N,5,7,8,5,3,7,8,3,5,10,6,7,6,8,1,7,ok,no_info,447
M,3,4,4,3,3,7,6,6,4,7,7,10,6,5,1,9,ok,no_info,448
M,5,9,6,5,3,14,2,4,3,12,1,9,5,4,0,9,ok,no_info,449
W,5,11,8,8,4,8,8,5,2,7,8,8,9,9,0,8,ok,no_info,450
W,4,2,6,4,4,8,11,3,2,6,9,8,8,12,1,7,ok,no_info,451
M,11,11,11,6,5,6,10,5,5,4,4,11,10,12,2,7,ok,no_info,452
W,8,10,11,9,14,7,7,5,5,6,5,8,11,9,10,9,ok,no_info,453
M,3,8,4,6,3,7,6,11,1,7,9,8,8,6,0,8,ok,no_info,454
N,5,9,7,7,4,8,7,3,5,10,5,6,6,8,1,7,ok,no_info,455
M,4,5,6,4,4,8,6,2,4,9,6,8,7,5,2,8,ok,no_info,456
W,4,4,6,6,3,4,8,5,1,7,8,8,8,9,0,8,ok,no_info,457
M,4,2,5,3,4,8,6,6,4,7,7,9,9,5,2,8,ok,no_info,458
N,4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,459
N,6,10,8,8,6,7,9,5,5,7,6,6,7,7,3,7,ok,no_info,460
M,3,7,4,5,3,7,7,11,1,7,9,8,8,5,0,8,ok,no_info,461
M,1,0,2,0,1,7,6,9,0,7,8,8,6,6,0,8,ok,no_info,462
M,5,5,7,4,4,7,6,6,6,6,7,7,9,7,3,6,ok,no_info,463
M,4,11,5,8,4,7,7,12,2,7,9,8,8,6,0,8,ok,no_info,464
N,6,9,5,5,2,4,8,4,6,4,4,11,5,9,2,7,ok,no_info,465
N,6,9,8,7,9,7,7,3,5,8,6,7,6,9,7,5,ok,no_info,466
N,4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,467
W,5,11,7,8,4,7,7,5,2,7,8,8,9,9,0,8,ok,no_info,468
W,6,10,8,8,4,4,8,5,2,7,9,8,9,9,0,8,ok,no_info,469
M,7,11,9,8,11,7,8,6,4,7,6,8,8,10,9,11,ok,no_info,470
W,7,10,7,8,7,4,11,2,2,9,8,7,7,12,2,6,ok,no_info,471
W,6,8,8,7,10,7,7,5,5,6,5,8,10,8,8,10,ok,no_info,472
W,4,4,5,3,3,4,11,3,2,9,9,7,6,12,1,6,ok,no_info,473
M,2,1,3,2,1,7,6,10,1,7,9,8,7,6,0,8,ok,no_info,474
M,3,5,4,4,4,8,6,6,4,7,7,8,7,5,2,7,ok,no_info,475
N,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,ok,no_info,476
M,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,ok,no_info,477
W,6,7,6,5,6,7,10,4,2,8,6,6,8,12,4,5,ok,no_info,478
N,4,2,5,4,3,7,9,5,5,7,6,6,7,8,3,7,ok,no_info,479
W,4,6,6,4,3,9,8,4,1,7,8,8,8,9,0,8,ok,no_info,480
N,4,6,7,4,6,7,8,3,4,8,7,7,6,9,5,4,ok,no_info,481
W,3,3,4,2,2,4,11,3,2,9,9,7,6,11,1,7,ok,no_info,482
M,5,6,8,4,5,7,6,2,5,9,7,8,8,6,2,8,ok,no_info,483
W,4,8,6,6,5,8,8,4,1,6,9,8,7,11,0,8,ok,no_info,484
N,5,6,7,4,3,7,8,3,5,10,6,7,5,8,1,7,ok,no_info,485
W,7,10,9,7,6,4,8,5,1,7,9,8,8,10,0,8,ok,no_info,486
M,5,10,8,7,10,12,4,3,1,9,4,9,10,6,3,8,ok,no_info,487
M,4,7,7,5,9,8,7,3,3,8,4,7,10,5,2,6,ok,no_info,488
N,5,5,5,7,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,489
M,5,10,6,8,4,8,7,13,2,6,9,8,8,6,0,8,ok,no_info,490
M,1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8,ok,no_info,491
N,4,8,6,6,4,8,6,9,5,4,4,5,4,6,3,8,ok,no_info,492
W,9,10,8,7,6,5,10,3,3,9,8,7,10,11,4,5,ok,no_info,493
N,3,6,5,4,3,4,9,3,3,10,10,9,5,8,0,8,ok,no_info,494
N,2,3,4,2,2,8,9,3,4,10,4,5,5,9,1,7,ok,no_info,495
W,6,6,6,4,4,7,11,5,2,8,6,6,7,12,2,6,ok,no_info,496
N,4,4,5,6,2,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,497
M,3,4,4,3,3,8,6,6,4,6,7,8,7,5,2,7,ok,no_info,498
N,2,3,4,2,1,5,9,3,3,10,8,8,5,8,0,7,ok,no_info,499
W,5,9,7,7,7,10,11,2,2,6,8,7,9,13,2,8,ok,no_info,500
N,4,10,6,8,4,8,8,6,5,6,6,6,6,9,2,5,ok,no_info,501
M,5,5,8,4,4,10,5,3,5,9,3,7,10,7,3,9,ok,no_info,502
W,3,4,4,3,3,6,10,4,2,8,7,7,6,11,1,6,ok,no_info,503
W,4,4,5,2,3,7,11,3,2,6,9,8,7,11,0,8,ok,no_info,504
M,3,7,5,5,5,9,6,6,4,6,7,6,7,5,2,6,ok,no_info,505
W,4,4,5,2,3,4,11,3,2,10,9,8,6,11,1,6,ok,no_info,506
M,6,10,8,8,7,6,7,3,5,9,9,9,8,6,2,7,ok,no_info,507
M,2,0,3,1,1,7,6,10,0,7,9,8,7,6,0,8,ok,no_info,508
W,2,0,2,0,1,7,8,4,0,7,8,8,6,9,0,8,ok,no_info,509
N,3,6,4,4,3,7,7,12,1,7,6,8,5,9,0,8,ok,no_info,510
W,7,7,9,6,10,7,7,5,5,7,6,8,9,9,9,8,ok,no_info,511
N,2,1,2,1,1,7,7,11,1,5,6,8,4,8,0,8,ok,no_info,512
N,2,4,3,3,2,7,8,5,4,7,6,6,4,8,1,6,ok,no_info,513
W,10,11,10,8,8,2,11,2,3,10,11,9,7,10,2,6,ok,no_info,514
N,7,12,7,6,3,8,10,5,4,4,6,9,6,10,3,6,ok,no_info,515
N,3,5,5,4,2,7,8,3,5,10,6,7,5,8,1,7,ok,no_info,516
M,4,7,4,5,3,7,7,12,1,7,9,8,8,6,0,8,ok,no_info,517
W,11,12,10,6,4,4,10,2,3,9,11,8,9,12,1,6,ok,no_info,518
N,5,11,6,9,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,519
M,6,10,7,8,7,8,5,11,0,7,9,8,10,5,3,7,ok,no_info,520
N,2,2,3,4,2,7,8,5,4,7,7,7,5,9,2,6,ok,no_info,521
M,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,ok,no_info,522
N,10,14,12,8,5,12,5,3,4,13,1,6,6,7,0,8,ok,no_info,523
W,12,15,11,8,5,6,10,2,3,7,10,7,10,12,1,6,ok,no_info,524
M,3,1,3,1,1,8,6,11,0,7,9,8,7,6,0,8,ok,no_info,525
W,3,1,4,2,1,7,8,4,0,7,8,8,7,9,0,8,ok,no_info,526
M,5,2,7,4,5,8,6,6,5,6,7,7,10,6,3,6,ok,no_info,527
W,6,10,7,5,4,7,8,3,4,6,9,6,9,9,2,6,ok,no_info,528
M,2,1,2,1,1,8,6,10,0,6,9,8,6,6,0,8,ok,no_info,529
M,2,4,3,3,3,8,6,6,4,6,7,6,6,6,2,6,ok,no_info,530
N,5,5,6,7,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,531
M,4,7,5,5,6,7,7,7,4,6,5,8,6,9,7,8,ok,no_info,532
W,3,6,5,4,3,7,10,2,2,7,9,8,6,11,0,8,ok,no_info,533
N,4,7,6,5,4,7,9,6,5,7,6,6,5,9,1,6,ok,no_info,534
W,1,0,2,0,1,8,8,4,0,7,8,8,5,10,0,8,ok,no_info,535
M,3,3,3,4,2,8,6,11,1,6,9,8,7,6,0,8,ok,no_info,536
N,1,3,3,2,1,6,8,3,3,10,7,8,4,8,0,7,ok,no_info,537
M,5,8,8,6,5,3,7,4,5,11,12,11,6,9,3,7,ok,no_info,538
M,3,7,4,5,3,8,7,11,1,6,9,8,8,6,0,8,ok,no_info,539
N,6,11,8,8,8,5,9,3,4,9,8,9,9,8,7,3,ok,no_info,540
W,6,9,8,6,7,7,7,6,3,5,8,9,11,8,6,4,ok,no_info,541
N,6,10,8,7,5,8,9,2,5,9,4,6,5,9,1,7,ok,no_info,542
W,6,10,9,8,8,5,12,2,2,8,8,9,9,14,2,8,ok,no_info,543
N,5,8,8,6,3,3,9,4,4,11,11,10,5,8,1,7,ok,no_info,544
N,6,7,8,5,4,11,7,3,6,10,1,4,5,9,1,7,ok,no_info,545
M,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,ok,no_info,546
M,7,11,8,8,4,7,7,13,2,7,10,8,9,6,0,8,ok,no_info,547
N,5,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,548
N,3,5,6,4,3,9,8,3,5,10,3,5,5,9,1,8,ok,no_info,549
W,6,6,6,4,4,2,11,2,2,10,10,8,6,11,1,7,ok,no_info,550
M,6,10,7,8,4,7,7,13,2,7,9,8,9,6,0,8,ok,no_info,551
M,3,3,4,1,2,8,6,6,4,6,7,8,6,5,2,7,ok,no_info,552
M,4,7,6,5,5,9,7,2,4,9,6,7,7,5,2,7,ok,no_info,553
N,4,5,6,5,5,7,8,5,4,7,5,7,6,9,5,3,ok,no_info,554
W,9,11,9,6,5,5,8,2,4,7,9,7,10,10,2,5,ok,no_info,555
M,4,3,4,4,2,7,7,12,1,7,9,8,8,6,0,8,ok,no_info,556
W,4,4,5,3,2,4,10,3,2,9,9,7,6,11,1,7,ok,no_info,557
N,5,5,5,8,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,558
M,4,4,7,3,4,7,5,3,4,10,8,9,7,5,2,8,ok,no_info,559
M,8,12,10,7,5,9,4,3,2,10,2,9,10,1,1,8,ok,no_info,560
M,7,9,10,7,7,3,7,4,5,10,11,11,10,6,4,7,ok,no_info,561
N,4,7,5,5,4,8,8,13,1,6,6,7,6,8,1,10,ok,no_info,562
N,7,9,8,4,3,9,6,4,4,13,2,7,6,8,0,7,ok,no_info,563
W,9,13,9,7,5,5,9,2,2,7,10,8,10,12,1,6,ok,no_info,564
N,8,15,7,8,4,7,9,4,7,4,4,9,5,8,2,8,ok,no_info,565
W,5,7,5,5,5,5,9,3,3,9,7,7,6,11,3,6,ok,no_info,566
M,7,11,10,8,13,11,5,3,3,9,4,8,11,8,4,8,ok,no_info,567
W,4,5,6,3,4,6,11,2,2,7,9,8,8,11,1,8,ok,no_info,568
M,2,3,4,1,2,5,6,3,4,10,10,10,4,7,1,7,ok,no_info,569
M,5,7,7,6,8,5,7,5,4,6,5,8,11,7,5,9,ok,no_info,570
W,3,1,5,3,3,7,11,3,2,6,9,8,7,11,0,8,ok,no_info,571
N,3,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,572
W,4,2,6,4,4,8,11,2,2,6,9,8,9,13,1,7,ok,no_info,573
N,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,ok,no_info,574
M,7,10,10,8,6,10,5,2,5,9,4,7,8,6,2,9,ok,no_info,575
N,4,6,6,4,5,4,10,2,4,8,7,9,6,7,4,5,ok,no_info,576
M,3,3,5,2,3,8,6,6,4,7,7,8,7,5,2,7,ok,no_info,577
W,6,10,6,8,6,1,10,2,3,10,10,9,6,10,1,7,ok,no_info,578
M,6,11,9,9,10,9,7,5,5,6,7,6,10,9,3,6,ok,no_info,579
M,3,8,4,6,3,7,7,11,1,7,9,8,8,5,0,8,ok,no_info,580
M,4,10,5,8,6,7,5,11,1,7,9,8,9,5,2,8,ok,no_info,581
M,7,9,9,7,7,6,6,3,5,10,9,9,10,7,3,8,ok,no_info,582
M,5,7,8,5,7,8,7,2,4,9,6,7,7,5,2,7,ok,no_info,583
W,4,5,5,4,3,4,10,3,2,9,9,7,6,11,1,6,ok,no_info,584
N,6,8,9,7,9,6,7,4,4,6,5,8,8,9,5,8,ok,no_info,585
N,4,7,4,5,3,8,7,12,1,6,6,8,5,8,0,9,ok,no_info,586
M,5,11,7,8,9,8,9,7,4,7,7,8,8,8,9,5,ok,no_info,587
N,5,7,7,5,4,4,10,3,4,10,10,9,5,8,1,8,ok,no_info,588
N,4,7,6,5,4,5,9,3,4,10,9,8,5,8,1,8,ok,no_info,589
N,5,9,7,6,4,6,9,6,5,8,7,8,5,8,1,7,ok,no_info,590
N,4,6,6,4,3,7,8,3,5,10,6,7,5,8,1,7,ok,no_info,591
M,4,2,5,4,4,8,6,6,4,6,7,8,8,6,2,7,ok,no_info,592
N,6,9,8,7,4,6,8,3,4,10,8,8,5,8,1,7,ok,no_info,593
M,5,9,5,6,6,7,5,11,0,7,8,8,7,5,1,9,ok,no_info,594
N,4,5,4,3,3,7,8,5,5,7,7,6,6,9,3,6,ok,no_info,595
N,3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6,ok,no_info,596
W,5,9,8,6,6,7,10,2,3,7,9,8,8,11,1,8,ok,no_info,597
M,6,9,8,7,8,7,7,5,5,6,7,8,9,7,3,7,ok,no_info,598
M,6,10,9,8,7,10,6,2,5,9,4,7,8,6,2,8,ok,no_info,599
M,5,5,7,4,5,8,6,6,5,7,7,8,8,6,2,8,ok,no_info,600
W,5,10,7,8,4,11,8,5,2,6,9,8,8,10,0,8,ok,no_info,601
W,2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8,ok,no_info,602
M,6,10,6,8,4,7,7,12,2,7,9,8,9,6,0,8,ok,no_info,603
W,4,5,5,4,3,7,11,3,2,6,9,8,7,11,0,8,ok,no_info,604
N,4,10,5,8,3,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,605
N,3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,606
W,3,4,4,2,2,6,11,3,2,8,7,7,6,11,1,6,ok,no_info,607
N,6,8,8,6,4,9,9,3,5,10,3,5,5,9,1,7,ok,no_info,608
M,3,1,4,3,3,8,6,6,4,7,7,8,7,6,2,7,ok,no_info,609
W,3,3,5,4,2,9,8,4,1,7,8,8,8,9,0,8,ok,no_info,610
N,7,9,9,8,9,8,7,5,4,7,5,7,7,9,6,5,ok,no_info,611
W,6,9,6,6,6,3,11,2,3,10,10,8,6,11,2,7,ok,no_info,612
M,3,4,6,3,3,7,6,3,4,9,7,8,7,5,1,8,ok,no_info,613
W,9,11,9,9,7,7,11,4,3,8,6,6,11,13,4,4,ok,no_info,614
W,5,11,7,8,9,8,7,6,2,7,8,8,6,8,4,8,ok,no_info,615
W,7,8,7,6,6,4,12,3,2,9,8,7,6,12,2,6,ok,no_info,616
M,7,8,10,6,7,11,6,2,5,9,3,6,9,8,2,9,ok,no_info,617
N,4,2,5,4,3,7,8,5,5,7,7,7,5,9,2,6,ok,no_info,618
M,3,4,5,3,3,9,6,3,4,9,5,7,6,5,1,8,ok,no_info,619
W,3,6,4,4,3,9,10,2,2,6,9,8,6,11,1,8,ok,no_info,620
N,10,12,8,6,4,4,8,4,6,3,2,12,6,11,2,7,ok,no_info,621
W,5,7,7,5,4,5,8,5,1,8,10,9,8,11,0,8,ok,no_info,622
W,4,9,6,6,3,6,8,4,2,7,8,8,8,10,0,8,ok,no_info,623
N,7,9,6,4,3,4,9,4,7,3,3,11,5,9,2,8,ok,no_info,624
M,4,5,5,7,4,8,7,12,2,6,9,8,8,6,0,8,ok,no_info,625
M,6,7,9,5,6,9,6,2,5,9,5,7,8,4,2,8,ok,no_info,626
M,7,11,11,8,8,7,6,3,5,9,8,9,8,6,2,8,ok,no_info,627
M,5,6,8,4,5,8,6,2,5,9,6,8,7,5,2,8,ok,no_info,628
M,4,10,5,8,6,7,5,11,1,7,9,8,8,6,1,9,ok,no_info,629
W,4,3,4,2,2,4,11,3,2,9,9,7,6,11,1,6,ok,no_info,630
N,3,7,5,5,3,5,10,6,4,7,7,9,5,9,1,8,ok,no_info,631
W,7,11,9,8,10,8,7,6,3,6,8,8,6,8,5,7,ok,no_info,632
M,5,8,8,6,7,7,6,5,5,7,7,11,14,6,2,10,ok,no_info,633
M,7,10,9,8,9,9,7,6,5,6,7,6,11,8,4,5,ok,no_info,634
W,6,6,6,4,4,5,11,3,2,9,7,7,7,12,2,6,ok,no_info,635
M,4,5,6,4,6,6,8,5,3,6,5,8,9,7,4,8,ok,no_info,636
N,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,ok,no_info,637
W,6,11,10,8,6,5,10,2,3,8,9,9,8,11,1,8,ok,no_info,638
W,6,5,8,7,4,4,8,5,2,7,9,8,9,9,0,8,ok,no_info,639
M,5,11,6,8,4,7,7,12,2,7,9,8,9,6,0,8,ok,no_info,640
W,6,7,6,5,4,6,11,4,2,8,7,6,6,12,2,5,ok,no_info,641
